planning_cycle,forecast_as_of_date,planning_month,month_index,horizon_month_number,sku_id,channel_id,lifecycle_phase,launch_scenario,weather_scenario,pre_weather_units,weather_adjustment_pct,weather_adjusted_units,analytical_baseline_units,forecast_version,provenance
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,MILD,269.05,-0.04,258.3,258.3,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,NORMAL,269.05,0.0,269.05,269.05,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,SEVERE,269.05,0.0561,284.15,284.15,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,HIGH,NORMAL,336.32,0.0,336.32,336.32,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,LOW,NORMAL,201.81,0.0,201.81,201.81,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,MILD,969.35,-0.04,930.58,930.58,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,NORMAL,969.35,0.0,969.35,969.35,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,SEVERE,969.35,0.056,1023.62,1023.62,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,ECOM,SECOND-SEASON / MATURATION,HIGH,NORMAL,1211.68,0.0,1211.68,1211.68,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,ECOM,SECOND-SEASON / MATURATION,LOW,NORMAL,727.01,0.0,727.01,727.01,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,MILD,753.95,-0.04,723.79,723.79,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,NORMAL,753.95,0.0,753.95,753.95,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,SEVERE,753.95,0.056,796.17,796.17,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,RETAIL,SECOND-SEASON / MATURATION,HIGH,NORMAL,942.44,0.0,942.44,942.44,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,RETAIL,SECOND-SEASON / MATURATION,LOW,NORMAL,565.47,0.0,565.47,565.47,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,MILD,430.83,-0.0401,413.57,413.57,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,NORMAL,430.83,0.0,430.83,430.83,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,SEVERE,430.83,0.056,454.94,454.94,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,HIGH,NORMAL,538.52,0.0,538.52,538.52,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-09,13,13,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,LOW,NORMAL,323.13,0.0,323.13,323.13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,MILD,1111.44,-0.04,1066.97,1066.97,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,NORMAL,1111.44,0.0,1111.44,1111.44,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,SEVERE,1111.44,0.056,1173.67,1173.67,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,ECOM,SECOND-SEASON / MATURATION,HIGH,NORMAL,1389.3,0.0,1389.3,1389.3,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,ECOM,SECOND-SEASON / MATURATION,LOW,NORMAL,833.57,0.0,833.57,833.57,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,MILD,864.46,-0.04,829.88,829.88,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,NORMAL,864.46,0.0,864.46,864.46,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,SEVERE,864.46,0.056,912.86,912.86,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,RETAIL,SECOND-SEASON / MATURATION,HIGH,NORMAL,1080.57,0.0,1080.57,1080.57,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,RETAIL,SECOND-SEASON / MATURATION,LOW,NORMAL,648.33,0.0,648.33,648.33,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,MILD,493.98,-0.04,474.23,474.23,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,NORMAL,493.98,0.0,493.98,493.98,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,SEVERE,493.98,0.056,521.65,521.65,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,HIGH,NORMAL,617.46,0.0,617.46,617.46,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-10,14,14,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,LOW,NORMAL,370.49,0.0,370.49,370.49,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,MILD,1350.36,-0.04,1296.35,1296.35,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,NORMAL,1350.36,0.0,1350.36,1350.36,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,SEVERE,1350.36,0.056,1425.99,1425.99,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,ECOM,SECOND-SEASON / MATURATION,HIGH,NORMAL,1687.97,0.0,1687.97,1687.97,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,ECOM,SECOND-SEASON / MATURATION,LOW,NORMAL,1012.79,0.0,1012.79,1012.79,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,MILD,1050.28,-0.04,1008.28,1008.28,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,NORMAL,1050.28,0.0,1050.28,1050.28,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,SEVERE,1050.28,0.056,1109.11,1109.11,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,RETAIL,SECOND-SEASON / MATURATION,HIGH,NORMAL,1312.87,0.0,1312.87,1312.87,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,RETAIL,SECOND-SEASON / MATURATION,LOW,NORMAL,787.72,0.0,787.72,787.72,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,MILD,600.17,-0.04,576.16,576.16,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,NORMAL,600.17,0.0,600.17,600.17,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,SEVERE,600.17,0.056,633.77,633.77,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,HIGH,NORMAL,750.19,0.0,750.19,750.19,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-11,15,15,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,LOW,NORMAL,450.11,0.0,450.11,450.11,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,MILD,1841.14,-0.04,1767.48,1767.48,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,NORMAL,1841.14,0.0,1841.14,1841.14,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,SEVERE,1841.14,0.056,1944.25,1944.25,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,ECOM,SECOND-SEASON / MATURATION,HIGH,NORMAL,2301.41,0.0,2301.41,2301.41,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,ECOM,SECOND-SEASON / MATURATION,LOW,NORMAL,1380.84,0.0,1380.84,1380.84,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,MILD,1432.01,-0.04,1374.71,1374.71,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,NORMAL,1432.01,0.0,1432.01,1432.01,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,SEVERE,1432.01,0.056,1512.2,1512.2,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,RETAIL,SECOND-SEASON / MATURATION,HIGH,NORMAL,1790.01,0.0,1790.01,1790.01,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,RETAIL,SECOND-SEASON / MATURATION,LOW,NORMAL,1073.98,0.0,1073.98,1073.98,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,MILD,818.3,-0.04,785.55,785.55,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,NORMAL,818.3,0.0,818.3,818.3,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,SEVERE,818.3,0.056,864.1,864.1,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,HIGH,NORMAL,1022.84,0.0,1022.84,1022.84,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-12,16,16,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,LOW,NORMAL,613.71,0.0,613.71,613.71,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,MILD,1346.96,-0.04,1293.08,1293.08,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,NORMAL,1346.96,0.0,1346.96,1346.96,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,SEVERE,1346.96,0.056,1422.38,1422.38,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,ECOM,SECOND-SEASON / MATURATION,HIGH,NORMAL,1683.71,0.0,1683.71,1683.71,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,ECOM,SECOND-SEASON / MATURATION,LOW,NORMAL,1010.21,0.0,1010.21,1010.21,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,MILD,1047.62,-0.04,1005.72,1005.72,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,NORMAL,1047.62,0.0,1047.62,1047.62,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,SEVERE,1047.62,0.056,1106.31,1106.31,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,RETAIL,SECOND-SEASON / MATURATION,HIGH,NORMAL,1309.56,0.0,1309.56,1309.56,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,RETAIL,SECOND-SEASON / MATURATION,LOW,NORMAL,785.72,0.0,785.72,785.72,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,MILD,598.65,-0.04,574.69,574.69,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,NORMAL,598.65,0.0,598.65,598.65,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,SEVERE,598.65,0.056,632.17,632.17,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,HIGH,NORMAL,748.31,0.0,748.31,748.31,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-01,17,17,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,LOW,NORMAL,449.0,0.0,449.0,449.0,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,MILD,1228.34,-0.04,1179.21,1179.21,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,NORMAL,1228.34,0.0,1228.34,1228.34,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,SEVERE,1228.34,0.056,1297.13,1297.13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,ECOM,SECOND-SEASON / MATURATION,HIGH,NORMAL,1535.42,0.0,1535.42,1535.42,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
